case_id,province,city,group,infection_case,confirmed,latitude,longitude
1077,Egypt,Madīnat Sittah Uktūbar,FALSE,Rutledge,13,29.9588757,30.9006905
1078,Philippines,Sula,FALSE,Moland,72,13.2415746,123.8621907
1079,Serbia,Gornji Breg,TRUE,Stuart,143,45.8829678,19.9675163
1080,Yemen,Ḩarīb,FALSE,Elka,47,14.92653,45.507141
1081,Russia,Nizhniy Kurkuzhin,TRUE,Saint Paul,88,43.7041519,43.3264539
1082,Philippines,Ferrol,TRUE,Crownhardt,118,12.309606,121.92404
1083,Malaysia,Kuching,FALSE,Havey,83,1.4871144,110.3426018
1084,Venezuela,Seboruco,TRUE,Village Green,18,8.1406054,-72.0705185
1085,Philippines,Tingloy,FALSE,Vera,72,13.6690327,120.8546864
1086,China,Siquanpu,TRUE,Judy,110,30.2638032,102.8054753
1087,China,Hengyang,FALSE,Forest Run,20,26.893368,112.572018
1088,Russia,Novorossiysk,FALSE,Mandrake,186,44.7154014,37.7619669
1089,United States,Young America,TRUE,Towne,70,44.81,-93.92
1090,Philippines,Ilaya,TRUE,Killdeer,164,14.5661645,121.0321655
1091,Mali,Mopti,FALSE,Marquette,36,14.4874284,-4.1974627
1092,China,Huolianpo,TRUE,Northview,11,29.8812968,111.4535119
1093,China,Xiamazhuang,TRUE,Carioca,120,37.233266,122.456824
1094,Russia,Goryachevodskiy,TRUE,Victoria,183,44.028793,43.1146215
1095,China,Hedong,FALSE,Judy,192,39.128291,117.251586
1096,France,Saumur,FALSE,Anthes,76,47.2623398,-0.1393138
1097,China,Dongfanghong,TRUE,David,49,41.1846097,80.3038321
1098,China,Xinjia,TRUE,Prairie Rose,134,42.5246357,87.5395855
1099,Bosnia and Herzegovina,Cazin,FALSE,Oriole,146,44.9690446,15.9431582
1100,Egypt,Kawm Ḩamādah,FALSE,Ohio,60,30.75782,30.69768
1101,Hong Kong,Hong Kong,TRUE,Kensington,144,22.396428,114.109497
1102,Colombia,Linares,FALSE,Morningstar,63,1.350933,-77.52387
1103,Sweden,Västra Frölunda,TRUE,Dryden,151,57.6455018,11.9253004
1104,Indonesia,Argotirto Krajan,TRUE,Oneill,128,-8.2885,112.6884
1105,Czech Republic,Přimda,TRUE,Parkside,184,49.6748894,12.6736722
1106,Ukraine,Kobelyaky,TRUE,Armistice,157,49.1517927,34.1953871
1107,Portugal,Loures,FALSE,Forest Dale,175,38.8424265,-9.1901989
1108,China,Jiangnan,TRUE,Kennedy,12,22.781631,108.273158
1109,Macedonia,Sedlarevo,TRUE,Alpine,31,41.88306,21.1275
1110,Vietnam,Quán Hành,FALSE,3rd,89,18.7853365,105.6418428
1111,Poland,Szczurowa,TRUE,Meadow Valley,107,50.1069802,20.6303821
1112,Canada,Lamont,TRUE,Kensington,98,53.76686,-112.80195
1113,Indonesia,Karangan,FALSE,Randy,196,0.556948,109.374802
1114,Indonesia,Gesikan,TRUE,Pawling,48,-7.7090989,109.6922026
1115,Poland,Trzebinia,TRUE,Spohn,16,53.068264,16.136353
1116,China,Lingxi,TRUE,Hagan,196,29.367984,111.177234
1117,Ethiopia,Āsasa,TRUE,Gerald,181,7.1069627,39.2011716
1118,Croatia,Brnaze,TRUE,Bay,98,43.677427,16.6565678
1119,Mexico,Guadalupe,FALSE,High Crossing,5,25.6775595,-100.2596935
1120,China,Aimin,FALSE,Thompson,44,44.596097,129.591591
1121,Greece,Filiatrá,FALSE,Haas,4,37.1573835,21.5855686
1122,Indonesia,Sofifi,TRUE,Hazelcrest,117,0.7349651,127.5614454
1123,China,Chabu,TRUE,Dapin,94,30.262907,84.475645
1124,Philippines,Malway,TRUE,Hovde,139,14.4776308,121.0328004
1125,Poland,Świlcza,FALSE,Dixon,68,50.0579046,21.897502
1126,Luxembourg,Winseler,FALSE,Lillian,191,49.9672504,5.8900588
1127,Portugal,Póvoa,TRUE,Waywood,167,39.60178,-8.968457
1128,Egypt,Maţāy,TRUE,Bluestem,137,28.4233602,30.734995
1129,Mexico,Lazaro Cardenas,FALSE,Bobwhite,137,17.9567646,-102.1943485
1130,Russia,Mineralnye Vody,FALSE,Nelson,157,44.2452219,43.0880662
1131,Poland,Czarnowąsy,TRUE,Dorton,148,50.6627543,17.9265186
1132,Russia,Ilovlya,TRUE,Morrow,63,49.3268319,44.018505
1133,Philippines,Haguimit,FALSE,Doe Crossing,128,7.0649018,125.7230302
1134,Palestinian Territory,Sīrīs,TRUE,Schlimgen,179,32.328224,35.292369
1135,Russia,Zherdevka,FALSE,Michigan,15,51.84861,41.46056
1136,Russia,Gryazovets,TRUE,Tony,4,58.8144355,40.7334111
1137,Uruguay,Pando,FALSE,Anhalt,16,-34.7117766,-55.963705
1138,Venezuela,Jacura,FALSE,Stoughton,123,11.0736954,-68.9539593
1139,France,Carrières-sur-Seine,FALSE,Charing Cross,39,48.911035,2.16555
1140,Brazil,Arapiraca,TRUE,Nelson,38,-9.755588,-36.6639577
1141,China,Qiaotou,FALSE,Warbler,135,28.168408,120.482198
1142,Greece,Loutráki,TRUE,Prentice,23,37.9759033,22.9774589
1143,Honduras,Copán,FALSE,Shelley,141,14.8497254,-89.1467832
1144,Malta,Kirkop,FALSE,Lakewood,141,35.846212,14.486396
1145,Ukraine,Horlivka,TRUE,Service,87,48.3071,38.029633
1146,Brazil,Jaraguá do Sul,TRUE,Fisk,8,-26.4822209,-49.073477
1147,China,Dandai,TRUE,Laurel,2,46.278448,123.854016
1148,China,Wuqu,FALSE,Stone Corner,46,31.3505924,119.8021001
1149,Spain,Valencia,TRUE,Menomonie,91,39.463861,-0.3689508
1150,Mongolia,Höshigiyn-Ar,TRUE,Novick,187,47.55717,106.96333
1151,Russia,Shkotovo,FALSE,Moland,110,43.3250688,132.3546464
1152,Philippines,Sagana,TRUE,Waxwing,169,15.5700166,121.1472247
1153,Portugal,Venda Nova,TRUE,Dwight,187,38.4784282,-9.1007778
1154,China,Juexi,TRUE,Express,4,29.471039,121.948692
1155,Uruguay,Tarariras,TRUE,Brickson Park,19,-34.2696756,-57.615575
1156,China,Anwen,FALSE,Erie,196,29.04527,120.433275
1157,Bangladesh,Tungi,TRUE,Becker,29,23.8697964,90.4219444
1158,Peru,Carabayllo,TRUE,Jana,185,-11.792902,-76.9873477
1159,Micronesia,Pisaras,FALSE,Redwing,55,8.5703071,150.4189148
1160,Greece,Episkopí,FALSE,Pine View,45,35.3292328,24.3359662
1161,Indonesia,Banjarmasin,TRUE,Lawn,1,-3.3186067,114.5943784
1162,China,Huashi,FALSE,Scoville,15,27.511611,112.726555
1163,Sweden,Borlänge,TRUE,Bluejay,195,60.3068052,15.3893305
1164,Tunisia,Ar Rudayyif,FALSE,South,84,34.3827,8.15549
1165,Greece,Velventós,TRUE,Fair Oaks,5,40.2545476,22.0742782
1166,Brazil,Guararema,FALSE,Walton,103,-23.400962,-46.011014
1167,Russia,Burla,FALSE,Charing Cross,128,53.3347847,78.3407084
1168,China,Yinjiacheng,FALSE,Nevada,52,36.188112,106.951372
1169,Peru,Ferreñafe,FALSE,Russell,48,-6.6382226,-79.7904475
1170,China,Shuidong,TRUE,Esch,57,22.492431,111.075519
1171,China,Jiezi,TRUE,Cherokee,137,30.815101,103.560075
1172,Philippines,Hermosa,FALSE,Badeau,120,14.818398,120.4854364
1173,France,Tarbes,TRUE,Carey,146,43.247343,0.06251
1174,Poland,Ręczno,FALSE,Forest,30,51.2217758,19.877027
1175,South Korea,Koesan,TRUE,Hayes,66,35.907757,127.766922
1176,France,Lens,TRUE,Duke,97,46.280212,-0.4601725
1177,Greece,Argalastí,TRUE,Knutson,105,39.2259226,23.2195437
1178,Cape Verde,Vila de Sal Rei,FALSE,Nova,55,16.183349,-22.9148168
1179,Morocco,Senada,TRUE,Meadow Valley,140,35.0785984,-4.215396
1180,China,Yezhu,FALSE,Lerdahl,35,26.087511,107.924631
1181,Mexico,San Miguel,TRUE,La Follette,144,19.3579802,-99.0806088
1182,South Africa,Vredenburg,TRUE,Kenwood,184,-32.9127799,17.9946667
1183,Portugal,Santo André,FALSE,Schurz,142,38.640106,-9.0560562
1184,Poland,Brodnica,TRUE,Forest Run,136,52.138523,16.8924785
1185,Bosnia and Herzegovina,Velika Kladuša,TRUE,Del Sol,145,45.1838373,15.8065454
1186,United States,Saint Louis,TRUE,Esch,29,38.6160491,-90.2291565
1187,China,Xihe,FALSE,Novick,45,34.014215,105.298756
1188,Costa Rica,Alajuela,FALSE,Onsgard,162,10.0165314,-84.2184331
1189,Luxembourg,Mondorf-les-Bains,FALSE,Surrey,7,49.5054982,6.2761743
1190,Costa Rica,La Cruz,TRUE,Southridge,68,10.0445164,-84.4971588
1191,Indonesia,Rato,TRUE,Ilene,120,-8.655524,119.0052561
1192,Belarus,Lahoysk,FALSE,Mallard,75,54.2042169,27.8532022
1193,Indonesia,Wolofeo,TRUE,Del Sol,97,-8.7334983,121.7508912
1194,Syria,Muḩradah,FALSE,Melvin,24,35.2487361,36.5715924
1195,Poland,Wola Uhruska,TRUE,Spaight,98,51.3217146,23.6261558
1196,Philippines,Cawayan,FALSE,Orin,16,12.0675239,123.7223625
1197,Nigeria,Abua,FALSE,Goodland,49,4.9564022,6.6344177
1198,Russia,Brusyanka,FALSE,Texas,115,53.98492,38.03593
1199,Brazil,Espírito Santo do Pinhal,TRUE,Badeau,172,-22.1859595,-46.7655989
1200,Bosnia and Herzegovina,Cazin,TRUE,Bartillon,32,44.9690446,15.9431582
1201,Indonesia,Sedinginan,FALSE,Farragut,130,1.5594449,101.0146187
1202,China,Shahezi,TRUE,Waywood,145,44.306097,86.080602
1203,Brazil,Aimorés,FALSE,Johnson,13,-19.4959312,-41.0713439
1204,Croatia,Fažana,TRUE,Prentice,103,44.9248529,13.8198739
1205,China,Changlu,FALSE,Vahlen,199,32.26101,118.809786
1206,Sweden,Falkenberg,FALSE,Melody,192,56.9096602,12.4888867
1207,Dominica,Portsmouth,TRUE,David,46,15.5561791,-61.45814
1208,Nigeria,Neni,TRUE,Calypso,94,6.0808532,7.0014657
1209,China,Banqiao,TRUE,Brentwood,120,31.922974,118.663681
1210,China,Boshi,TRUE,Superior,63,30.6514558,104.08491
1211,Nigeria,Iwo,TRUE,Warrior,125,7.6292088,4.1872178
1212,Russia,Dubrovka,FALSE,Rutledge,177,53.6911177,33.5027704
1213,China,Longlisuo,TRUE,Ruskin,54,26.41417,109.10222
1214,Greece,Náousa,TRUE,Coolidge,44,40.6294406,22.0688549
1215,Venezuela,Santa María de Ipire,TRUE,Pawling,10,8.4478637,-65.3807101
1216,Russia,Yur’yev-Pol’skiy,FALSE,Division,133,56.5005833,39.6794042
1217,France,Boé,FALSE,Coleman,169,44.190357,0.63968
1218,Argentina,San Rafael,TRUE,Hagan,92,-34.6143394,-68.3426534
1219,Indonesia,Bombu,FALSE,Arkansas,174,-5.0173504,122.8704925
1220,Uruguay,San Javier,FALSE,Anhalt,133,-32.6626805,-58.1295074
1221,Afghanistan,Sang-e Māshah,TRUE,Bluejay,62,33.1396,67.44046
1222,Greece,Limín Khersonísou,FALSE,Prairie Rose,167,35.32297,25.39275
1223,Portugal,Gandra,TRUE,Continental,2,41.1872522,-8.434873
1224,Portugal,Beja,FALSE,Starling,83,38.0208091,-7.8554287
1225,China,Kuanchuan,FALSE,Duke,197,35.338192,104.198771
1226,Kazakhstan,Dzhetygara,TRUE,Spohn,63,52.2163528,61.2809373
1227,Argentina,El Cuy,FALSE,Boyd,23,-31.3366412,-64.3060567
1228,Bulgaria,Byala Slatina,FALSE,Kingsford,88,43.5066525,23.8635696
1229,United States,Orlando,FALSE,Village,181,28.5417016,-81.2408689
1230,Philippines,Montilla,FALSE,Sutherland,175,8.9438393,125.5403208
1231,Indonesia,Op,TRUE,Ramsey,84,-9.9234974,124.649701
1232,Sweden,Lilla Edet,FALSE,Summerview,81,58.1456847,12.1337569
1233,Russia,Kiyevskoye,FALSE,Bayside,145,43.7071168,44.643763
1234,Czech Republic,Velký Újezd,FALSE,Raven,55,49.5784817,17.4835513
1235,Ivory Coast,Boundiali,FALSE,Dahle,52,9.5183617,-6.482318
1236,France,Villejuif,TRUE,Dawn,4,48.7823921,2.368326
1237,Peru,Lacabamba,TRUE,Graceland,63,-8.2614583,-77.8988897
1238,Mexico,Las Americas,TRUE,Mcbride,173,21.1078535,-101.694732
1239,Poland,Kępno,FALSE,Roth,79,51.2781356,17.9890591
1240,United States,Little Rock,FALSE,Everett,113,34.6741181,-92.3517526
1241,Colombia,Algarrobo,FALSE,Dwight,49,10.2453984,-74.041805
1242,Poland,Sypniewo,FALSE,School,96,53.0155306,21.3375451
1243,Philippines,Malhiao,TRUE,Melby,96,9.8769686,123.3996176
1244,France,Digne-les-Bains,FALSE,Prairie Rose,60,44.0905495,6.2272625
1245,United Kingdom,Stapleford,TRUE,Hanover,150,53.10672,-0.687802
1246,Philippines,Glad,FALSE,Iowa,81,7.1774408,124.5350175
1247,Bangladesh,Tungipāra,TRUE,Melby,42,22.9073374,89.8984508
1248,Philippines,Tarlac City,FALSE,Blaine,46,15.4621386,120.5797508
1249,China,Pulian,TRUE,Tony,72,30.229314,120.643023
1250,Russia,Novoalekseyevskaya,TRUE,Twin Pines,119,44.8238879,40.9170843
1251,Indonesia,Jepuro,TRUE,Corry,85,-6.7282418,111.1447759
1252,Portugal,Azeitão,TRUE,Blue Bill Park,29,38.5194,-9.0138
1253,China,Xingang,FALSE,Green Ridge,179,39.0063718,117.6852235
1254,Indonesia,Rato,FALSE,Leroy,188,-8.655524,119.0052561
1255,China,Xiyuan,TRUE,Thierer,72,30.5859716,114.2689545
1256,Philippines,Llanera,TRUE,Fair Oaks,9,15.6662632,121.0126662
1257,Tonga,Pangai,FALSE,Dixon,66,-19.811431,-174.3502613
1258,Indonesia,Armopa,FALSE,Steensland,160,-2.2875948,139.6044141
1259,Nigeria,Gwandu,TRUE,Bashford,80,12.4985661,4.6424521
1260,Venezuela,Clarines,FALSE,Pennsylvania,144,9.9399061,-65.1610557
1261,Brazil,Luziânia,FALSE,Gina,7,-16.2513167,-47.952747
1262,Indonesia,Sukasada,TRUE,Randy,5,-8.1928129,115.1177654
1263,Portugal,Cruz,FALSE,Fulton,21,40.76191,-7.7532796
1264,China,Shuiquan,TRUE,Village,42,35.640089,103.766427
1265,China,Yongping,TRUE,Prairieview,179,25.464681,99.541236
1266,China,Heshi,TRUE,Kedzie,51,24.3482735,116.6988851
1267,Peru,Longar,TRUE,Mitchell,94,-6.3870559,-77.5461785
1268,Norway,Oslo,TRUE,Farwell,94,59.9374398,10.7160051
1269,Macedonia,Kamenjane,TRUE,Stone Corner,70,41.9432941,20.9481376
1270,Indonesia,Hokor,FALSE,Lien,70,-8.727652,122.2483726
1271,Indonesia,Banjar Madangan Kaja,TRUE,Briar Crest,141,-8.475,115.3238
1272,Philippines,Mindupok,TRUE,Eastlawn,121,6.0825,124.4327774
1273,China,Touzao,TRUE,Trailsway,38,32.888994,120.555917
1274,China,Golug,FALSE,Evergreen,181,30.823526,91.622728
1275,China,Mingshan,TRUE,Tony,63,30.069954,103.109184
1276,Venezuela,Tucaní,TRUE,Warbler,99,8.9679001,-71.2740573
1277,Czech Republic,Podolí,FALSE,Daystar,169,49.430258,17.8571512
1278,Brazil,Brejo da Madre de Deus,TRUE,Maple Wood,163,-8.1405443,-36.371496
1279,United States,Denver,TRUE,Merry,121,39.790486,-104.9000469
1280,China,Meixi,TRUE,Jackson,60,24.265926,116.081656
1281,Costa Rica,San José,FALSE,East,94,9.9165452,-84.1014639
1282,Ukraine,Boyany,TRUE,Elka,115,48.269924,26.1261538
1283,China,Huayuan,TRUE,Lakewood Gardens,132,28.572029,109.482078
1284,Cuba,Bolondrón,FALSE,Shasta,195,22.7627589,-81.4471254
1285,China,Laocheng,FALSE,Bartillon,131,34.683646,112.469023
1286,China,Ya’ngan,TRUE,Namekagon,186,31.83889,94.43722
1287,Indonesia,Ajung,FALSE,Morrow,51,-8.2359916,113.6561725
1288,Indonesia,Gedangan,FALSE,Crowley,2,-7.3933814,112.7330892
1289,China,Maliang,TRUE,Vidon,41,26.27436,106.586543
1290,Tanzania,Mvomero,TRUE,Green Ridge,141,-6.235617,38.693748
1291,France,Boulogne-sur-Mer,TRUE,Londonderry,130,50.7308185,1.5948224
1292,Philippines,Gocoton,FALSE,Glacier Hill,129,7.15611,124.69111
1293,Indonesia,Kelodan,FALSE,Anhalt,175,-8.6283422,115.2580854
1294,Bulgaria,Gotse Delchev,FALSE,Kinsman,191,41.5728211,23.7282719
1295,China,Lujing Zhen,TRUE,Sauthoff,168,34.319658,104.562412
1296,Myanmar,Syriam,TRUE,Caliangt,100,16.7587537,96.2482149
1297,Ukraine,Ozerne,FALSE,Roth,52,50.1801755,28.7362455
1298,Sweden,Lidköping,FALSE,Westend,145,58.5033171,13.1611762
1299,Argentina,Aranguren,FALSE,Cambridge,25,-34.6261642,-58.4754013
1300,Indonesia,Banjar Desa,TRUE,Parkside,181,-3.3200228,114.9991464
1301,Poland,Głuchów,TRUE,Sunbrook,50,51.8123584,20.065421
1302,Peru,Huasahuasi,FALSE,Crowley,135,-11.2648012,-75.6491753
1303,China,Xike,TRUE,Meadow Valley,126,31.228026,121.454211
1304,Indonesia,Sumenep,TRUE,Toban,120,-6.9253999,113.9060624
1305,China,Zhangjiapan,TRUE,Lakewood,185,31.875572,120.556005
1306,Nigeria,Nkpor,TRUE,Kennedy,62,6.1462401,6.8297403
1307,Kazakhstan,Georgīevka,FALSE,Sugar,86,52.7572749,78.2041704
1308,Indonesia,Tanjung Palas,TRUE,Eastlawn,71,2.8426922,117.2911248
1309,Russia,Novonukutskiy,TRUE,Carioca,46,53.7002,102.7117
1310,Laos,Không,TRUE,Derek,20,14.1175166,105.8547173
1311,China,Tongqiao,FALSE,Carioca,168,23.035191,114.300299
1312,Serbia,Paraćin,FALSE,Nobel,168,43.858616,21.403911
1313,Uganda,Napak,TRUE,Tennessee,166,2.3629945,34.2421597
1314,Egypt,Diyarb Najm,TRUE,Claremont,71,30.7532224,31.442761
1315,China,Malichang,TRUE,Pearson,1,28.429025,109.500848
1316,Japan,Shiki,TRUE,Marcy,84,32.5126481,130.0510793
1317,Czech Republic,Malonty,TRUE,Badeau,163,48.6768262,14.5775257
1318,Guadeloupe,Jarry,TRUE,Cherokee,94,16.2359,-61.558
1319,China,Ya’ergenchu,FALSE,Truax,196,47.74603,122.60809
1320,Comoros,Patsi,FALSE,Straubel,68,-12.1584708,44.4364706
1321,Japan,Chichibu,TRUE,Derek,26,35.9528417,139.0791865
1322,Russia,Batagay-Alyta,TRUE,Randy,133,67.792809,130.4017789
1323,Poland,Gniechowice,FALSE,Quincy,72,50.98804,16.83363
1324,China,Poxin,FALSE,Brentwood,62,21.630384,111.000373
1325,Indonesia,Cipanas,FALSE,Carioca,159,-6.7131574,107.0185123
1326,Portugal,Lagoa,TRUE,Roth,95,37.7451046,-25.5720746
1327,China,Ya’erya,TRUE,Hermina,79,43.1043447,-88.0162724
1328,Cuba,Baraguá,FALSE,Mitchell,170,21.6936233,-78.6313624
1329,Vietnam,Thị Trấn Na Sầm,FALSE,Ilene,4,22.0557244,106.615868
1330,Greece,Kálamos,TRUE,Dwight,112,38.6218706,20.9089378
1331,Colombia,Medellín,TRUE,Leroy,123,6.3833462,-75.5858886
1332,Poland,Mosina,FALSE,Sherman,143,52.2454069,16.8470545
1333,Indonesia,Bucu Lor,TRUE,Buhler,12,-6.5397069,110.8463512
1334,Indonesia,Gontar,TRUE,Grim,194,-8.5011336,116.9646378
1335,Bulgaria,Belene,TRUE,Kenwood,153,43.6445087,25.1246359
1336,China,Xincun,FALSE,Eagan,176,18.412445,109.971328
1337,Portugal,Oliveirinha,TRUE,Utah,85,40.60624,-8.5926997
1338,Indonesia,Daleman,FALSE,Delaware,145,-7.7276103,110.8582722
1339,Malaysia,Kuala Terengganu,FALSE,Starling,3,5.329576,103.1369108
1340,Thailand,Khemarat,TRUE,Jenna,185,16.0481202,105.1375908
1341,Russia,Urus-Martan,FALSE,Buhler,12,43.1298714,45.5357156
1342,Indonesia,Tanagara,TRUE,Tennessee,106,-6.2683218,106.1081103
1343,China,Hongguang,TRUE,Northport,43,32.2009532,119.4314373
1344,Sierra Leone,Kabala,TRUE,Calypso,27,9.5844123,-11.5589105
1345,Poland,Bobolice,TRUE,Waubesa,40,53.95494,16.5876701
1346,Indonesia,Palamadu,FALSE,Maple Wood,16,-10.0396,120.754
1347,Syria,Jubb Ramlah,FALSE,Hollow Ridge,52,35.2075821,36.4229074
1348,Indonesia,Telengsari,FALSE,Michigan,103,-8.1814,113.6917
1349,Poland,Sosnówka,FALSE,Kenwood,165,50.8177069,15.7230035
1350,United States,Los Angeles,FALSE,Almo,191,33.9930471,-118.153228
1351,Syria,Kafr Nubl,TRUE,Farragut,167,35.6139047,36.5607888
1352,Togo,Badou,TRUE,Troy,5,7.5866041,0.6085749
1353,Poland,Żółkiewka,TRUE,1st,70,50.909807,22.8346659
1354,Brazil,São Mateus do Sul,TRUE,Mccormick,115,-25.8681839,-50.3842316
1355,Russia,Dal’neye Konstantinovo,FALSE,Graedel,191,55.8071267,44.086347
1356,China,Haokou,FALSE,Vidon,108,30.378737,112.649998
1357,Vietnam,Yên Bái,FALSE,Ilene,16,21.6837923,104.4551361
1358,Bosnia and Herzegovina,Bila,FALSE,Killdeer,38,43.7764262,16.9261199
1359,Colombia,Sáchica,TRUE,Continental,10,5.583059,-73.542575
1360,China,Bozhou,TRUE,Spenser,156,33.844582,115.778676
1361,North Korea,Hoeyang,FALSE,Coleman,197,38.7150205,127.6015031
1362,Jordan,Al Mazār,TRUE,Carioca,70,31.067952,35.6955945
1363,Brazil,Itabuna,TRUE,Brentwood,65,-14.7918149,-39.284293
1364,Russia,Vostochnyy,TRUE,8th,198,55.7558852,37.8775383
1365,Indonesia,Sumberjati,FALSE,Hollow Ridge,115,-8.1830575,113.9358031
